Gene	Coarse module	Fine module	Comments
SH3BGRL3	45	223	
SLAMF7	45	223	
SULF2	45	223	
TNFRSF1B	45	223	
TPM4	45	223	
TRIM36	45	223	
TYK2	45	223	
UBASH3B	45	223	
VIM	45	223	
ARL5A	45	224	
C030046E11RIK	45	224	
FYTTD1	45	224	
GTF2A1	45	224	
KRCC1	45	224	
MPP5	45	224	
PHKB	45	224	
PLXNC1	45	224	
RNF115	45	224	
SEC11C	45	224	
SIRT1	45	224	
SLC26A2	45	224	
ZFP770	45	224	
A130049A11RIK	45	225	
AI314976	45	225	
BC017643	45	225	
BID	45	225	
COX16	45	225	
DCAF12	45	225	
EED	45	225	
ELOVL5	45	225	
GM14335	45	225	
GM9958	45	225	
GTF2A2	45	225	
LCLAT1	45	225	
LIN54	45	225	
NARF	45	225	
PLP2	45	225	
PPCDC	45	225	
RCHY1	45	225	
SLC38A9	45	225	
STRADB	45	225	
TRMT12	45	225	
6330416G13RIK	45	226	
ADRB2	45	226	
AMPD3	45	226	
GM5431	45	226	
HPS3	45	226	
ITCH	45	226	
KLRAQ1	45	226	
MAPK14	45	226	
NDST2	45	226	
PPM1M	45	226	
STARD5	45	226	
TLR6	45	226	
WDFY2	45	226	
ZDHHC9	45	226	
ZFP263	45	226	
ZFP710	45	226	
ABCG3	45	227	
ARHGAP5	45	227	
BLOC1S2	45	227	
CD44	45	227	
DDI2	45	227	
EVI2A	45	227	
FAM174A	45	227	
HPS5	45	227	
LACTB	45	227	
LSR	45	227	
M6PR	45	227	
MFSD7B	45	227	
MTMR14	45	227	
PI4K2A	45	227	
PIP4K2A	45	227	
PLEKHA1	45	227	
PLEKHO1	45	227	
POLB	45	227	
POT1B	45	227	
SLC6A6	45	227	
STX16	45	227	
STX17	45	227	
SYNJ1	45	227	
TEP1	45	227	
USP12	45	227	
CNR2	45	228	
CPEB4	45	228	
DHX40	45	228	
HOMER1	45	228	
IRAK2	45	228	
KLF7	45	228	
MAP2K1	45	228	
MCL1	45	228	
NCOA1	45	228	
OBFC2A	45	228	
PREI4	45	228	
RASSF3	45	228	
REL	45	228	
SGPP1	45	228	
SIPA1L2	45	228	
TIPARP	45	228	
TSC22D3	45	228	
4831426I19RIK	45	229	
ABR	45	229	
CLN3	45	229	
CX3CR1	45	229	
DHRS11	45	229	
DISC1	45	229	
DOCK5	45	229	
E330016A19RIK	45	229	
FRRS1	45	229	
GARNL4	45	229	
GM14005	45	229	
GNA15	45	229	
GNG2	45	229	
IFNGR1	45	229	
MID1IP1	45	229	
MYO1F	45	229	
NQO2	45	229	
OXR1	45	229	
PRR13	45	229	
PTGER2	45	229	
PTPRE	45	229	
REEP5	45	229	
SLC25A24	45	229	
SMPDL3A	45	229	
UNC119	45	229	
USP46	45	229	
4930402H24RIK	45	230	
A630007B06RIK	45	230	
ACBD5	45	230	
DNAJB4	45	230	
EIF2C3	45	230	
FAM13B	45	230	
FBXL5	45	230	
HERC4	45	230	
HIF1A	45	230	
HOOK3	45	230	
IL18BP	45	230	
MALAT1	45	230	
NBEAL1	45	230	
PIAS1	45	230	
PNPLA8	45	230	
RB1	45	230	
USP32	45	230	
WNK1	45	230	
ZFYVE16	45	230	
ACSL3	45	231	
BRI3BP	45	231	
CEP70	45	231	
CHML	45	231	
ISOC1	45	231	
MBTD1	45	231	
QSER1	45	231	
RERE	45	231	
SUPT3H	45	231	
USP6NL	45	231	
ZFP326	45	231	
1810007M14RIK	45	232	
A530032D15RIK	45	232	
ARHGEF12	45	232	
BAZ1A	45	232	
BAZ2B	45	232	
C130026I21RIK	45	232	
C530030P08RIK	45	232	
CCNL1	45	232	
CD2AP	45	232	
CEP170	45	232	
CSPRS	45	232	
DCLRE1C	45	232	
EIF2AK4	45	232	
ELL2	45	232	
EPB4.1L2	45	232	
FEM1C	45	232	
GDAP10	45	232	
GM13570	45	232	
HIVEP1	45	232	
HSN2	45	232	
IQGAP1	45	232	
KBTBD7	45	232	
MALT1	45	232	
MYO9A	45	232	
PAPD4	45	232	
PRDM9	45	232	
RFWD2	45	232	
RUFY3	45	232	
SDCCAG8	45	232	
SP140	45	232	
SPAG9	45	232	
TET2	45	232	
THAP6	45	232	
TMEM131	45	232	
TRPS1	45	232	
DGKH	45	233	
ENO3	45	233	
MX1	45	233	
MXD1	45	233	
N4BP1	45	233	
NTNG2	45	233	
PIAS3	45	233	
SLC22A15	45	233	
STX11	45	233	
TMEM8	45	233	
2810474O19RIK	45	234	
A130022J15RIK	45	234	
ABHD6	45	234	
ATG4A	45	234	
BC030336	45	234	
BC049807	45	234	
CHD7	45	234	
DNAJC1	45	234	
DONSON	45	234	
GABBR1	45	234	
NMI	45	234	
NTAN1	45	234	
PPP4R2	45	234	
SC5D	45	234	
SOS2	45	234	
SYNE1	45	234	
TAF9B	45	234	
TBC1D8B	45	234	
TGOLN1	45	234	
TOB1	45	234	
UBXN2A	45	234	
ZFP120	45	234	
ZFP52	45	234	
ZFP809	45	234	
0610010K06RIK	45	235	
1300003B13RIK	45	235	
1700029I01RIK	45	235	
ACAP2	45	235	
ADAM17	45	235	
AIM2	45	235	
ARHGAP18	45	235	
BC003331	45	235	
CTAGE5	45	235	
EEA1	45	235	
ETOHI1	45	235	
FAR1	45	235	
FCHO2	45	235	
FNDC3A	45	235	
FNIP1	45	235	
GDI2	45	235	
GM10276	45	235	
GM13051	45	235	
GM13154	45	235	
GM13251	45	235	
GOLIM4	45	235	
ITGAV	45	235	
LMBRD2	45	235	
LPGAT1	45	235	
MOBKL1B	45	235	
MTM1	45	235	
MTPN	45	235	
OSGIN2	45	235	
OTTMUSG00000010657	45	235	
RBBP8	45	235	
SNX13	45	235	
SNX16	45	235	
TBC1D23	45	235	
TBC1D5	45	235	
TGFBR1	45	235	
USP8	45	235	
VAV3	45	235	
1810027O10RIK	46	236	
ADIPOR2	46	236	
AKR1A4	46	236	
ALDH2	46	236	
AP2A2	46	236	
ATP6V1G1	46	236	
BNIP3	46	236	
BRP44L	46	236	
CNIH4	46	236	
DHRS1	46	236	
ELOVL1	46	236	
FABP5	46	236	
FAM96A	46	236	
GALC	46	236	
HIGD2A	46	236	
MED31	46	236	
MRPL52	46	236	
NDUFB4	46	236	
OAT	46	236	
PNP1	46	236	
PNP2	46	236	
PPIB	46	236	
PPP1R2	46	236	
PRDX4	46	236	
PRKAG2	46	236	
PTPLB	46	236	
RAB11A	46	236	
RAB28	46	236	
SLC31A1	46	236	
SOCS6	46	236	
TMEM140	46	236	
VAMP3	46	236	
ABCD3	46	237	
ADSS	46	237	
ALG14	46	237	
ARL6IP1	46	237	
C330007P06RIK	46	237	
CALU	46	237	
CETN2	46	237	
CMAS	46	237	
DCTN6	46	237	
GBE1	46	237	
HADHB	46	237	
HPRT1	46	237	
LGALS9	46	237	
LPCAT3	46	237	
NUDT4	46	237	
NXN	46	237	
PAFAH1B2	46	237	
PGRMC1	46	237	
PRDX6	46	237	
RNF2	46	237	
SEC23A	46	237	
USP31	46	237	
ZMPSTE24	46	237	
2900026A02RIK	46	238	
ARHGEF5	46	238	
ARMCX3	46	238	
CCDC86	46	238	
CYP20A1	46	238	
DPAGT1	46	238	
EIF2B2	46	238	
ENDOD1	46	238	
ENPP5	46	238	
FBXW8	46	238	
HSD17B12	46	238	
LAP3	46	238	
LMAN1	46	238	
LRRC59	46	238	
P4HB	46	238	
PDIA6	46	238	
PLEKHA8	46	238	
PLSCR1	46	238	
SCLY	46	238	
SIGMAR1	46	238	
TJP2	46	238	
TMED10	46	238	
2310004I24RIK	46	239	
5730403M16RIK	46	239	
ANO10	46	239	
ARL6IP5	46	239	
CLP1	46	239	
KCTD10	46	239	
PPIL3	46	239	
PRKAG1	46	239	
SEC11A	46	239	
SLC25A32	46	239	
SLC35B3	46	239	
TEX261	46	239	
TMEM126B	46	239	
TMEM50A	46	239	
YAF2	46	239	
ACAA2	46	240	
GM71	46	240	
ISY1	46	240	
KDSR	46	240	
LDHA	46	240	
MITD1	46	240	
OSTC	46	240	
PDHA1	46	240	
PIGX	46	240	
PJA1	46	240	
PPPDE1	46	240	
PTPLAD1	46	240	
SPCS2	46	240	
TUSC3	46	240	
ZADH2	46	240	
AGTRAP	46	241	
ECH1	46	241	
FAM63A	46	241	
FLOT1	46	241	
FLOT2	46	241	
LASS2	46	241	
NUCB1	46	241	
QSOX1	46	241	
RAB3D	46	241	
SURF4	46	241	
TMEM43	46	241	
2810008M24RIK	46	242	
A930001N09RIK	46	242	
AMN1	46	242	
ARFGEF2	46	242	
ARFIP1	46	242	
BC013529	46	242	
CFL2	46	242	
CHMP1B	46	242	
CR1L	46	242	
DSCR3	46	242	
EDEM3	46	242	
FAM18B	46	242	
FAM55B	46	242	
GM9982	46	242	
HINT3	46	242	
HSPA13	46	242	
INSIG2	46	242	
JKAMP	46	242	
LIMS1	46	242	
LYSMD3	46	242	
MANEA	46	242	
OSTM1	46	242	
OTUD7B	46	242	
PCMTD1	46	242	
PDCL	46	242	
PGM3	46	242	
PPP6C	46	242	
RAP1A	46	242	
RFK	46	242	
SGCB	46	242	
SSR3	46	242	
TMEM106B	46	242	
TMEM41B	46	242	
TRAPPC2	46	242	
UBE2W	46	242	
WDR47	46	242	
YIPF5	46	242	
ANGPT1	47	243	
BAHCC1	47	243	
BCL7C	47	243	
CAPN5	47	243	
CSDA	47	243	
CSRP1	47	243	
EEF2K	47	243	
GM7265	47	243	
GRIA3	47	243	
GYPC	47	243	
IL1R1	47	243	
KCTD1	47	243	
NEDD4	47	243	
PDGFRB	47	243	
PRDM5	47	243	
REPIN1	47	243	
SLC22A3	47	243	
SPNS2	47	243	
TRIM13	47	243	
ZBED3	47	243	
ZC3H7B	47	243	
2810408A11RIK	47	244	
ARMCX2	47	244	
ARMCX4	47	244	
ART4	47	244	
CBX2	47	244	
CCNJL	47	244	
CNN3	47	244	
DLG4	47	244	
DNAJC6	47	244	
EPHB2	47	244	
ITM2A	47	244	
MEX3A	47	244	
NETO2	47	244	
PARD6G	47	244	
PDK2	47	244	
PFKM	47	244	
RCOR2	47	244	
SMO	47	244	
SOX4	47	244	
SYDE2	47	244	
VANGL2	47	244	
ZC3HAV1L	47	244	
ZFP358	47	244	
ZFP422	47	244	
ZIK1	47	244	
ALAD	47	245	
ASNS	47	245	
DARS2	47	245	
FUNDC2	47	245	
GM15470	47	245	
GM5521	47	245	
GM7278	47	245	
HN1L	47	245	
LANCL2	47	245	
MORF4L2	47	245	
NAT5	47	245	
ODC1	47	245	
PRKCI	47	245	
SCARB1	47	245	
SLC25A1	47	245	
SMYD2	47	245	
TIAM1	47	245	
WBP5	47	245	
ABHD14A	47	246	
ACY1	47	246	
AKAP1	47	246	
BPHL	47	246	
CHEK2	47	246	
COQ7	47	246	
CTDSPL	47	246	
ENG	47	246	
FADS2	47	246	
GALK1	47	246	
GM3360	47	246	
GSTZ1	47	246	
IDH2	47	246	
KLHL22	47	246	
KLHL23	47	246	
MND1	47	246	
MORN2	47	246	
NME6	47	246	
NT5DC2	47	246	
PAOX	47	246	
PLSCR3	47	246	
POMT1	47	246	
PTGR1	47	246	
RABL2A	47	246	
SLC29A1	47	246	
SLC43A1	47	246	
TMEM97	47	246	
TPCN1	47	246	
WDR34	47	246	
0610010F05RIK	47	247	
6720401G13RIK	47	247	
DTNBP1	47	247	
EPOR	47	247	
FADS3	47	247	
FREQ	47	247	
GRIT	47	247	
LRP5	47	247	
LYPLAL1	47	247	
NPL	47	247	
OCRL	47	247	
OSBPL1A	47	247	
PECR	47	247	
RPS4Y2	47	247	
SORD	47	247	
TBC1D24	47	247	
TCFEC	47	247	
TXNRD3	47	247	
ZFP704	47	247	
AFF1	47	248	
AKR1E1	47	248	
AV249152	47	248	
B230118H07RIK	47	248	
FADS1	47	248	
IFT122	47	248	
IFT74	47	248	
KDELC1	47	248	
KIF3A	47	248	
KIFAP3	47	248	
MIB1	47	248	
NEDD4L	47	248	
PECI	47	248	
PRELID2	47	248	
SCMH1	47	248	
SESTD1	47	248	
SLC30A4	47	248	
TBC1D19	47	248	
TSC22D1	47	248	
TTC30A2	47	248	
TTC30B	47	248	
USP22	47	248	
BC016495	48	249	Upregulated in DC and stromal
BIRC2	48	249	Upregulated in DC and stromal
C330006D17RIK	48	249	Upregulated in DC and stromal
CCNG2	48	249	Upregulated in DC and stromal
CHKA	48	249	Upregulated in DC and stromal
ENOX2	48	249	Upregulated in DC and stromal
ETV3	48	249	Upregulated in DC and stromal
GCAP14	48	249	Upregulated in DC and stromal
GM14492	48	249	Upregulated in DC and stromal
HSPB11	48	249	Upregulated in DC and stromal
INSL6	48	249	Upregulated in DC and stromal
LOC433762	48	249	Upregulated in DC and stromal
LOC629446	48	249	Upregulated in DC and stromal
LRCH1	48	249	Upregulated in DC and stromal
LRRC42	48	249	Upregulated in DC and stromal
NFAT5	48	249	Upregulated in DC and stromal
PLXDC1	48	249	Upregulated in DC and stromal
SCN4B	48	249	Upregulated in DC and stromal
SERINC5	48	249	Upregulated in DC and stromal
SPATS2	48	249	Upregulated in DC and stromal
STK38L	48	249	Upregulated in DC and stromal
TANK	48	249	Upregulated in DC and stromal
TMEM123	48	249	Upregulated in DC and stromal
TRIM24	48	249	Upregulated in DC and stromal
TUBB2A	48	249	Upregulated in DC and stromal
TUBB2B	48	249	Upregulated in DC and stromal
ZFP217	48	249	Upregulated in DC and stromal
ATXN1	48	250	Upregulated in DC and stromal
CTLA2B	48	250	Upregulated in DC and stromal
DSE	48	250	Upregulated in DC and stromal
ERRFI1	48	250	Upregulated in DC and stromal
GDPD5	48	250	Upregulated in DC and stromal
GM10786	48	250	Upregulated in DC and stromal
KIF1B	48	250	Upregulated in DC and stromal
LUZP1	48	250	Upregulated in DC and stromal
MARVELD1	48	250	Upregulated in DC and stromal
MLLT4	48	250	Upregulated in DC and stromal
PDE8A	48	250	Upregulated in DC and stromal
PDGFB	48	250	Upregulated in DC and stromal
PEA15A	48	250	Upregulated in DC and stromal
RAMP3	48	250	Upregulated in DC and stromal
SGK1	48	250	Upregulated in DC and stromal
SH3D20	48	250	Upregulated in DC and stromal
TBKBP1	48	250	Upregulated in DC and stromal
ZDHHC2	48	250	Upregulated in DC and stromal
ERC1	48	251	Upregulated in DC and stromal
FAS	48	251	Upregulated in DC and stromal
GBP2	48	251	Upregulated in DC and stromal
MAP4K4	48	251	Upregulated in DC and stromal
MRPS6	48	251	Upregulated in DC and stromal
MTAP4	48	251	Upregulated in DC and stromal
NCK1	48	251	Upregulated in DC and stromal
PVR	48	251	Upregulated in DC and stromal
RASSF2	48	251	Upregulated in DC and stromal
RNF19A	48	251	Upregulated in DC and stromal
SLC5A3	48	251	Upregulated in DC and stromal
SPATA6	48	251	Upregulated in DC and stromal
TMEM18	48	251	Upregulated in DC and stromal
USP53	48	251	Upregulated in DC and stromal
ZEB1	48	251	Upregulated in DC and stromal
ACTN1	48	252	Upregulated in DC and stromal
CACNB1	48	252	Upregulated in DC and stromal
CDON	48	252	Upregulated in DC and stromal
CYTH3	48	252	Upregulated in DC and stromal
EG668725	48	252	Upregulated in DC and stromal
GATSL2	48	252	Upregulated in DC and stromal
GCNT4	48	252	Upregulated in DC and stromal
GM4761	48	252	Upregulated in DC and stromal
HSDL2	48	252	Upregulated in DC and stromal
IL1RL2	48	252	Upregulated in DC and stromal
IL23R	48	252	Upregulated in DC and stromal
NAV2	48	252	Upregulated in DC and stromal
PARP3	48	252	Upregulated in DC and stromal
PCSK1	48	252	Upregulated in DC and stromal
PDLIM4	48	252	Upregulated in DC and stromal
PMEPA1	48	252	Upregulated in DC and stromal
RGMB	48	252	Upregulated in DC and stromal
SCIN	48	252	Upregulated in DC and stromal
SLC39A14	48	252	Upregulated in DC and stromal
SMURF1	48	252	Upregulated in DC and stromal
SPINT2	48	252	Upregulated in DC and stromal
SPSB1	48	252	Upregulated in DC and stromal
STRM	48	252	Upregulated in DC and stromal
SUOX	48	252	Upregulated in DC and stromal
SYNJ2	48	252	Upregulated in DC and stromal
TMEM120B	48	252	Upregulated in DC and stromal
TNIP1	48	252	Upregulated in DC and stromal
TUBA1A	48	252	Upregulated in DC and stromal
2010106G01RIK	48	253	Upregulated in DC and stromal
ANKRD33B	48	253	Upregulated in DC and stromal
APLP2	48	253	Upregulated in DC and stromal
ASAP1	48	253	Upregulated in DC and stromal
ATP11A	48	253	Upregulated in DC and stromal
ATP2B1	48	253	Upregulated in DC and stromal
B630005N14RIK	48	253	Upregulated in DC and stromal
CD274	48	253	Upregulated in DC and stromal
CFLAR	48	253	Upregulated in DC and stromal
CYB5R3	48	253	Upregulated in DC and stromal
DDHD1	48	253	Upregulated in DC and stromal
EPS15	48	253	Upregulated in DC and stromal
EXOC6B	48	253	Upregulated in DC and stromal
FAM49A	48	253	Upregulated in DC and stromal
GGT5	48	253	Upregulated in DC and stromal
LPP	48	253	Upregulated in DC and stromal
LYST	48	253	Upregulated in DC and stromal
N4BP2L1	48	253	Upregulated in DC and stromal
NFKB2	48	253	Upregulated in DC and stromal
NPC2	48	253	Upregulated in DC and stromal
PDCD1LG2	48	253	Upregulated in DC and stromal
PDLIM5	48	253	Upregulated in DC and stromal
RALA	48	253	Upregulated in DC and stromal
SEL1L	48	253	Upregulated in DC and stromal
SLC41A1	48	253	Upregulated in DC and stromal
SLC44A1	48	253	Upregulated in DC and stromal
SPOP	48	253	Upregulated in DC and stromal
STXBP3A	48	253	Upregulated in DC and stromal
STXBP3B	48	253	Upregulated in DC and stromal
TMEM168	48	253	Upregulated in DC and stromal
TOR1AIP2	48	253	Upregulated in DC and stromal
1110018J18RIK	48	254	Upregulated in DC and stromal
4632427E13RIK	48	254	Upregulated in DC and stromal
CLOCK	48	254	Upregulated in DC and stromal
EFHA2	48	254	Upregulated in DC and stromal
EIF4A2	48	254	Upregulated in DC and stromal
GM10454	48	254	Upregulated in DC and stromal
NR1D2	48	254	Upregulated in DC and stromal
SLC25A36	48	254	Upregulated in DC and stromal
SMARCA2	48	254	Upregulated in DC and stromal
SRGAP2	48	254	Upregulated in DC and stromal
TBC1D12	48	254	Upregulated in DC and stromal
ZBTB20	48	254	Upregulated in DC and stromal
ZFP119	48	254	Upregulated in DC and stromal
ZFP187	48	254	Upregulated in DC and stromal
ZMYM6	48	254	Upregulated in DC and stromal
ACADL	49	255	
ANXA1	49	255	
AP1S2	49	255	
ATOH1	49	255	
ATP6AP2	49	255	
ATP7A	49	255	
BNIP2	49	255	
CAPZA2	49	255	
CPNE3	49	255	
D15ERTD621E	49	255	
FUNDC1	49	255	
GLUD1	49	255	
IFI204	49	255	
LRRFIP2	49	255	
NAMPT	49	255	
NDEL1	49	255	
NIPA2	49	255	
NXT2	49	255	
PACSIN2	49	255	
PICALM	49	255	
PPAP2C	49	255	
SH3BGRL	49	255	
SNX10	49	255	
TMEM170B	49	255	
TTC35	49	255	
WSB1	49	255	
ZFAND5	49	255	
ARID3A	49	256	
ATP13A2	49	256	
CASP7	49	256	
CD24A	49	256	
CNOT8	49	256	
COPG2	49	256	
DYNLT1	49	256	
GM3771	49	256	
GM9713	49	256	
LMAN2L	49	256	
MOSPD1	49	256	
NT5C2	49	256	
PHKA2	49	256	
PLEKHF2	49	256	
PRKAR2B	49	256	
RABL5	49	256	
RPA3	49	256	
RPS6KA5	49	256	
ZBTB34	49	256	
ZFP821	49	256	
AGPS	49	257	
APAF1	49	257	
ATP6V1A	49	257	
ATP6V1E1	49	257	
CEBPG	49	257	
COPS2	49	257	
CPT1A	49	257	
EIF1A	49	257	
ETF1	49	257	
GM13363	49	257	
HIATL1	49	257	
HSP90B1	49	257	
INTS12	49	257	
MAGT1	49	257	
NFXL1	49	257	
NUS1	49	257	
PTP4A1	49	257	
RAB1	49	257	
RBM7	49	257	
SDCBP	49	257	
TBC1D15	49	257	
TMED5	49	257	
UFSP2	49	257	
UGP2	49	257	
VAMP7	49	257	
VPS26A	49	257	
VPS35	49	257	
ACSL4	49	258	
ATG3	49	258	
CCPG1	49	258	
CMTM6	49	258	
COMMD8	49	258	
CTNS	49	258	
FMO5	49	258	
MTMR6	49	258	
NUMB	49	258	
SFT2D2	49	258	
SLC35A5	49	258	
TMCC1	49	258	
ABI2	49	259	
CEP290	49	259	
CNTLN	49	259	
D630037F22RIK	49	259	
DPY19L4	49	259	
DUSP16	49	259	
MEF2A	49	259	
NF1	49	259	
PHACTR2	49	259	
SPRED1	49	259	
STK3	49	259	
VWA5A	49	259	
BCKDHA	49	260	
BLVRA	49	260	
D6WSU163E	49	260	
FAIM	49	260	
HAGH	49	260	
NCRNA00117	49	260	
NFU1	49	260	
SPCS3	49	260	
SUMO1	49	260	
TMEM199	49	260	
1810020D17RIK	50	261	
ACAT1	50	261	
ADI1	50	261	
BOD1	50	261	
CBR1	50	261	
CD99L2	50	261	
FAM128B	50	261	
FN3KRP	50	261	
GLB1	50	261	
GLO1	50	261	
HADH	50	261	
JMJD8	50	261	
LANCL1	50	261	
LXN	50	261	
MRRF	50	261	
PCCB	50	261	
SIAE	50	261	
SLC35E3	50	261	
SNAP47	50	261	
SPG20	50	261	
TRIM35	50	261	
WDR19	50	261	
ZFP637	50	261	
ANGPTL2	50	262	
BC017612	50	262	
CBX6-NPTXR	50	262	
CTPS	50	262	
EID2	50	262	
FAM108C	50	262	
ICK	50	262	
ID3	50	262	
IGFBP4	50	262	
PHPT1	50	262	
TMEM41A	50	262	
TMEM9	50	262	
TRIM32	50	262	
TSEN2	50	262	
TWSG1	50	262	
ACY3	50	263	
ARMCX6	50	263	
BACE1	50	263	
CALCRL	50	263	
CCDC8	50	263	
CYP2J9	50	263	
FUT10	50	263	
GLIS2	50	263	
GM13375	50	263	
GPR125	50	263	
IGF1R	50	263	
MEIS1	50	263	
NLGN2	50	263	
PRKG1	50	263	
PTK7	50	263	
RHOBTB3	50	263	
SERPINF1	50	263	
VLDLR	50	263	
ALDH6A1	50	264	
BCKDHB	50	264	
CMTM4	50	264	
CNKSR3	50	264	
GPRC5B	50	264	
H1F0	50	264	
LMBR1	50	264	
MAOA	50	264	
NICN1	50	264	
RBBP9	50	264	
SLC27A1	50	264	
TFPI	50	264	
THRA	50	264	
3110007F17RIK	50	265	
A630072M18RIK	50	265	
ALDH7A1	50	265	
BTRC	50	265	
CDK8	50	265	
CUL7	50	265	
DDAH2	50	265	
DNAJC10	50	265	
GK5	50	265	
GPAM	50	265	
GPRASP2	50	265	
MCCC1	50	265	
SEC61A2	50	265	
SFXN4	50	265	
SLC43A3	50	265	
SMAD5	50	265	
SMTN	50	265	
STXBP4	50	265	
TSPAN6	50	265	
UACA	50	265	
WDR35	50	265	
ZC4H2	50	265	
6330416L07RIK	51	266	
CHM	51	266	
D030074E01RIK	51	266	
DIAP2	51	266	
DOPEY1	51	266	
HLTF	51	266	
JHDM1D	51	266	
KPNA4	51	266	
MAP3K2	51	266	
March7	51	266	
MGAT4A	51	266	
PTP4A2	51	266	
USP45	51	266	
YTHDF3	51	266	
4922501C03RIK	51	267	
AI848100	51	267	
APPL1	51	267	
CCNT2	51	267	
CHUK	51	267	
DNM1L	51	267	
FAM48A	51	267	
GALNT7	51	267	
KDM6A	51	267	
OFD1	51	267	
PPM1K	51	267	
PRPF38B	51	267	
RABEP1	51	267	
2310035C23RIK	51	268	
4930432O21RIK	51	268	
4931406H21RIK	51	268	
6720487G11RIK	51	268	
A230046K03RIK	51	268	
AFTPH	51	268	
APC	51	268	
ARID4A	51	268	
ATAD2B	51	268	
B430203M17RIK	51	268	
CEP350	51	268	
CLK1	51	268	
GM10397	51	268	
JMJD1C	51	268	
NR3C1	51	268	
ROCK2	51	268	
SETDB2	51	268	
SLK	51	268	
TAOK1	51	268	
VPS13B	51	268	
ZC3H7A	51	268	
ZFC3H1	51	268	
ZFP62	51	268	
ZUFSP	51	268	
ADH1	52	269	
ATP9A	52	269	
CISH	52	269	
CLDN10	52	269	
CMPK2	52	269	
DDX60	52	269	
EPHX1	52	269	
FAM3C	52	269	
GM12250	52	269	
I830012O16RIK	52	269	
IFI27L1	52	269	
IFIT1	52	269	
IFIT2	52	269	
IFIT3	52	269	
IIGP1	52	269	
IRGM2	52	269	
ISG20	52	269	
OAS3	52	269	
PRMT2	52	269	
RTP4	52	269	
TGTP	52	269	
TMEM64	52	269	
XAF1	52	269	
CYB5	52	270	
DIRC2	52	270	
ECM1	52	270	
ETV1	52	270	
EXT1	52	270	
HSD17B4	52	270	
IL6ST	52	270	
LIPA	52	270	
P4HA1	52	270	
SOAT1	52	270	
5830443L24RIK	52	271	
BC057170	52	271	
EG634650	52	271	
GALNT12	52	271	
GBP4	52	271	
GM10008	52	271	
IL21R	52	271	
IL2RG	52	271	
MPA2L	52	271	
ZFP287	52	271	
DTX3L	52	272	
ERAP1	52	272	
GM6907	52	272	
HERC5	52	272	
IRGM1	52	272	
PARP14	52	272	
PARP9	52	272	
RNF213	52	272	
SLFN5	52	272	
STAT1	52	272	
USP18	52	272	
B4GALT1	52	273	
CASP8	52	273	
CD164	52	273	
DENND4C	52	273	
ELK3	52	273	
GBP6	52	273	
HIPK1	52	273	
MGAT5	52	273	
PGM2L1	52	273	
RNASEL	52	273	
STXBP5	52	273	
DHX58	52	274	
IFIH1	52	274	
MX2	52	274	
OAS1A	52	274	
OAS1G	52	274	
OAS2	52	274	
OASL1	52	274	
OASL2	52	274	
RAPGEF2	52	274	
RSAD2	52	274	
A830007P12RIK	52	275	
ANXA6	52	275	
AR	52	275	
ARHGAP20	52	275	
ATP1B3	52	275	
BATF	52	275	
BC006779	52	275	
CDK2AP2	52	275	
CHL1	52	275	
DDIT4	52	275	
DDX58	52	275	
DNAJB1	52	275	
ELMO1	52	275	
ESYT1	52	275	
EVL	52	275	
FAM101B	52	275	
GM6545	52	275	
GPSM3	52	275	
H2-T24	52	275	
IFI47	52	275	
ITGA6	52	275	
ITGB7	52	275	
KBTBD11	52	275	
KLF13	52	275	
KLHL3	52	275	
LDLRAP1	52	275	
LRP10	52	275	
LRRC8A	52	275	
MICAL1	52	275	
MS4A6B	52	275	
MYH9	52	275	
NDRG2	52	275	
OAS1B	52	275	
PHF1	52	275	
PKD1	52	275	
RAB19	52	275	
RAP1GDS1	52	275	
RASA3	52	275	
SHISA5	52	275	
TGFBR2	52	275	
TGFBR3	52	275	
TK2	52	275	
TMEM173	52	275	
TNFRSF22	52	275	
TWF2	52	275	
ZBP1	52	275	
ZCCHC2	52	275	
ZFHX2	52	275	
ZNRF2	52	275	
CD97	52	276	
CDKN1B	52	276	
CYTH1	52	276	
GM527	52	276	
IFI27L2A	52	276	
MSN	52	276	
NEDD9	52	276	
PITPNM1	52	276	
SLFN1	52	276	
SLFN2	52	276	
9930111J21RIK	52	277	
AI451617	52	277	
CCNYL1	52	277	
EIF2AK2	52	277	
GM8995	52	277	
GVIN1	52	277	
IFI35	52	277	
IFI44	52	277	
IRF7	52	277	
IRF9	52	277	
LRRFIP1	52	277	
OTTMUSG00000005523	52	277	
SAMD9L	52	277	
STAT2	52	277	
TRIM30	52	277	
ACSS2	53	278	
ARHGAP10	53	278	
BTBD11	53	278	
CRTC3	53	278	
GALNT10	53	278	
GALNT2	53	278	
HDAC4	53	278	
HSD11B1	53	278	
MIDN	53	278	
QPRT	53	278	
SEPW1	53	278	
SLC11A2	53	278	
SLC12A7	53	278	
SMAD3	53	278	
SPRED2	53	278	
XYLT2	53	278	
8430419L09RIK	53	279	
DNAJC3	53	279	
FAM125B	53	279	
GALM	53	279	
HNRPLL	53	279	
LGALS3BP	53	279	
LPAR6	53	279	
MAF	53	279	
P2RX7	53	279	
RCBTB2	53	279	
SLC9A9	53	279	
SLCO3A1	53	279	
TLR12	53	279	
TUFT1	53	279	
1810011H11RIK	53	280	
ACAD8	53	280	
CLN6	53	280	
CSNK1E	53	280	
EIF4E3	53	280	
GSR	53	280	
